,Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
632,Notuv - Denk Pharma,2021-11-27 18:14:57,DMO_1001000,4343,Red Cross,Metformin,2021-12-21 08:00:00,22
633,Notuv - Denk Pharma,2021-11-28 04:08:09,DMO_1001000,1126,Bill Gates Foundation,Metformin,2022-01-27 08:00:00,30
634,Notuv - Denk Pharma,2021-11-28 09:54:06,DMO_1001000,4074,WHO,Metformin,2023-06-02 08:00:00,1
635,Notuv - Denk Pharma,2021-11-28 14:01:26,DMO_1001000,3507,Bill Gates Foundation,Metformin,2022-04-04 08:00:00,52
636,Notuv - Denk Pharma,2021-11-29 08:18:52,DMO_1001000,2993,WHO,Metformin,2022-06-07 08:00:00,129
637,Notuv - Denk Pharma,2021-11-29 21:36:52,DMO_1001000,3393,WHO,Metformin,2023-06-17 08:00:00,1
638,Notuv - Denk Pharma,2021-11-29 23:36:05,DMO_1001000,3702,Red Cross,Metformin,2022-11-24 08:00:00,77
639,Notuv - Denk Pharma,2021-11-30 04:26:25,DMO_1001000,1974,Red Cross,Metformin,2023-04-02 08:00:00,1
640,Notuv - Denk Pharma,2021-11-30 07:07:28,DMO_1001000,3665,Bill Gates Foundation,Metformin,2022-02-08 08:00:00,23
641,Notuv - Denk Pharma,2021-11-30 08:45:13,DMO_1001000,1330,WHO,Metformin,2022-03-10 08:00:00,79
642,Notuv - Denk Pharma,2021-11-30 10:22:52,DMO_1001000,3274,Bill Gates Foundation,Metformin,2022-07-28 08:00:00,36
643,Notuv - Denk Pharma,2021-11-30 13:23:29,DMO_1001000,1236,WHO,Metformin,2022-05-19 08:00:00,24
644,Notuv - Denk Pharma,2021-11-30 13:50:21,DMO_1001000,3035,Red Cross,Metformin,2022-03-29 08:00:00,65
645,Notuv - Denk Pharma,2021-11-30 20:11:46,DMO_1001000,3586,Bill Gates Foundation,Metformin,2022-12-13 08:00:00,107
646,Notuv - Denk Pharma,2021-11-30 21:18:26,DMO_1001000,4315,WHO,Metformin,2022-09-10 08:00:00,70
647,Notuv - Denk Pharma,2021-12-01 03:23:44,DMO_1001000,3525,Bill Gates Foundation,Metformin,2023-04-20 08:00:00,1
648,Notuv - Denk Pharma,2021-12-01 05:48:12,DMO_1001000,3221,Bill Gates Foundation,Metformin,2022-04-29 08:00:00,59
649,Notuv - Denk Pharma,2021-12-01 09:12:45,DMO_1001000,4327,Bill Gates Foundation,Metformin,2022-11-30 08:00:00,83
650,Notuv - Denk Pharma,2021-12-01 10:54:16,DMO_1001000,2123,WHO,Metformin,2023-04-21 08:00:00,28
651,Notuv - Denk Pharma,2021-12-01 14:17:34,DMO_1001000,3004,WHO,Metformin,2022-11-09 08:00:00,141
652,Notuv - Denk Pharma,2021-12-01 19:54:31,DMO_1001000,3647,WHO,Metformin,2022-03-29 08:00:00,26
653,Notuv - Denk Pharma,2021-12-01 21:57:35,DMO_1001000,1741,WHO,Metformin,2022-03-23 08:00:00,10
654,Notuv - Denk Pharma,2021-12-02 07:16:13,DMO_1001000,1062,Red Cross,Metformin,2022-06-28 08:00:00,206
655,Notuv - Denk Pharma,2021-12-02 11:59:40,DMO_1001000,4188,Red Cross,Metformin,2023-02-19 08:00:00,158
656,Notuv - Denk Pharma,2021-12-02 12:23:19,DMO_1001000,3116,Red Cross,Metformin,2021-11-24 08:00:00,174
657,Notuv - Denk Pharma,2021-12-02 13:47:32,DMO_1001000,2250,Red Cross,Metformin,2023-01-08 08:00:00,71
658,Notuv - Denk Pharma,2021-12-02 14:19:38,DMO_1001000,2222,Bill Gates Foundation,Metformin,2023-07-08 08:00:00,43
659,Notuv - Denk Pharma,2021-12-02 21:17:18,DMO_1001000,4731,WHO,Metformin,2023-02-25 08:00:00,19
660,Notuv - Denk Pharma,2021-12-03 08:28:12,DMO_1001000,1000,Bill Gates Foundation,Metformin,2022-08-24 08:00:00,160
661,Notuv - Denk Pharma,2021-12-03 11:03:25,DMO_1001000,3208,Bill Gates Foundation,Metformin,2023-02-04 08:00:00,92
662,Notuv - Denk Pharma,2021-12-03 13:37:19,DMO_1001000,1218,Bill Gates Foundation,Metformin,2022-08-30 08:00:00,86
663,Notuv - Denk Pharma,2021-12-03 19:11:26,DMO_1001000,2319,Bill Gates Foundation,Metformin,2022-10-29 08:00:00,21
664,Notuv - Denk Pharma,2021-12-04 09:47:14,DMO_1001000,4472,WHO,Metformin,2023-05-11 08:00:00,53
665,Notuv - Denk Pharma,2021-12-04 15:17:35,DMO_1001000,3643,WHO,Metformin,2023-06-06 08:00:00,1
666,Notuv - Denk Pharma,2021-12-04 17:35:56,DMO_1001000,1415,WHO,Metformin,2022-11-25 08:00:00,43
667,Notuv - Denk Pharma,2021-12-05 01:04:28,DMO_1001000,3641,Bill Gates Foundation,Metformin,2022-07-09 08:00:00,1
668,Notuv - Denk Pharma,2021-12-05 10:11:23,DMO_1001000,3443,WHO,Metformin,2023-07-07 08:00:00,5
669,Notuv - Denk Pharma,2021-12-05 20:33:48,DMO_1001000,3782,Bill Gates Foundation,Metformin,2022-08-08 08:00:00,78
670,Notuv - Denk Pharma,2021-12-06 17:55:49,DMO_1001000,4943,WHO,Metformin,2022-07-10 08:00:00,1
671,Notuv - Denk Pharma,2021-12-07 01:19:03,DMO_1001000,4738,Red Cross,Metformin,2021-12-27 08:00:00,17
672,Notuv - Denk Pharma,2021-12-07 05:46:39,DMO_1001000,4028,WHO,Metformin,2023-05-02 08:00:00,1
673,Notuv - Denk Pharma,2021-12-07 14:47:52,DMO_1001000,2610,Red Cross,Metformin,2022-01-31 08:00:00,64
674,Notuv - Denk Pharma,2021-12-08 06:04:51,DMO_1001000,2318,Red Cross,Metformin,2022-07-22 08:00:00,83
675,Notuv - Denk Pharma,2021-12-08 06:26:13,DMO_1001000,1180,Bill Gates Foundation,Metformin,2023-06-12 08:00:00,121
676,Notuv - Denk Pharma,2021-12-08 14:52:10,DMO_1001000,4419,Red Cross,Metformin,2023-04-12 08:00:00,89
677,Notuv - Denk Pharma,2021-12-08 22:30:44,DMO_1001000,1884,Bill Gates Foundation,Metformin,2022-12-17 08:00:00,100
678,Notuv - Denk Pharma,2021-12-09 02:29:06,DMO_1001000,1540,WHO,Metformin,2022-07-12 08:00:00,48
679,Notuv - Denk Pharma,2021-12-09 05:25:31,DMO_1001000,2729,Bill Gates Foundation,Metformin,2022-11-29 08:00:00,34
680,Notuv - Denk Pharma,2021-12-09 08:08:21,DMO_1001000,3728,Bill Gates Foundation,Metformin,2022-12-31 08:00:00,1
681,Notuv - Denk Pharma,2021-12-09 14:09:46,DMO_1001000,4789,Bill Gates Foundation,Metformin,2021-12-13 08:00:00,66
682,Notuv - Denk Pharma,2021-12-09 16:40:39,DMO_1001000,4497,WHO,Metformin,2022-03-17 08:00:00,84
683,Notuv - Denk Pharma,2021-12-09 17:56:54,DMO_1001000,3836,Red Cross,Metformin,2022-04-13 08:00:00,1
684,Notuv - Denk Pharma,2021-12-10 02:59:29,DMO_1001000,2087,Red Cross,Metformin,2023-06-14 08:00:00,1
685,Notuv - Denk Pharma,2021-12-10 10:31:46,DMO_1001000,3970,WHO,Metformin,2022-06-18 08:00:00,112
686,Notuv - Denk Pharma,2021-12-10 13:26:48,DMO_1001000,2709,Red Cross,Metformin,2023-06-02 08:00:00,61
687,Notuv - Denk Pharma,2021-12-10 16:48:41,DMO_1001000,4907,Bill Gates Foundation,Metformin,2022-07-24 08:00:00,51
688,Notuv - Denk Pharma,2021-12-10 20:21:51,DMO_1001000,3412,Bill Gates Foundation,Metformin,2023-05-28 08:00:00,101
689,Notuv - Denk Pharma,2021-12-10 22:15:29,DMO_1001000,4481,Bill Gates Foundation,Metformin,2022-05-05 08:00:00,22
690,Notuv - Denk Pharma,2021-12-10 23:50:25,DMO_1001000,3999,WHO,Metformin,2022-01-28 08:00:00,103
691,Notuv - Denk Pharma,2021-12-10 23:50:48,DMO_1001000,1099,WHO,Metformin,2022-03-30 08:00:00,1
692,Notuv - Denk Pharma,2021-12-11 00:15:58,DMO_1001000,1511,Bill Gates Foundation,Metformin,2022-04-26 08:00:00,1
693,Notuv - Denk Pharma,2021-12-11 12:21:05,DMO_1001000,1598,Bill Gates Foundation,Metformin,2023-02-16 08:00:00,117
694,Notuv - Denk Pharma,2021-12-11 13:20:48,DMO_1001000,4377,Red Cross,Metformin,2022-06-28 08:00:00,1
695,Notuv - Denk Pharma,2021-12-12 11:17:34,DMO_1001000,2580,Red Cross,Metformin,2023-05-26 08:00:00,108
696,Notuv - Denk Pharma,2021-12-12 19:22:59,DMO_1001000,2636,WHO,Metformin,2022-05-09 08:00:00,157
697,Notuv - Denk Pharma,2021-12-12 19:45:24,DMO_1001000,3025,Bill Gates Foundation,Metformin,2022-11-13 08:00:00,101
698,Notuv - Denk Pharma,2021-12-12 19:59:47,DMO_1001000,3080,WHO,Metformin,2022-10-29 08:00:00,155
699,Notuv - Denk Pharma,2021-12-13 04:38:33,DMO_1001000,1873,WHO,Metformin,2023-02-04 08:00:00,104
700,Notuv - Denk Pharma,2021-12-13 05:09:30,DMO_1001000,2923,Red Cross,Metformin,2022-08-29 08:00:00,106
701,Notuv - Denk Pharma,2021-12-13 05:57:42,DMO_1001000,2562,Bill Gates Foundation,Metformin,2023-04-23 08:00:00,23
702,Notuv - Denk Pharma,2021-12-13 15:39:10,DMO_1001000,3388,Bill Gates Foundation,Metformin,2022-08-17 08:00:00,47
703,Notuv - Denk Pharma,2021-12-13 16:57:59,DMO_1001000,2520,WHO,Metformin,2023-01-26 08:00:00,60
704,Notuv - Denk Pharma,2021-12-13 19:30:10,DMO_1001000,3592,Bill Gates Foundation,Metformin,2022-04-01 08:00:00,89
705,Notuv - Denk Pharma,2021-12-13 21:20:00,DMO_1001000,2492,Red Cross,Metformin,2022-12-03 08:00:00,78
706,Notuv - Denk Pharma,2021-12-14 07:05:13,DMO_1001000,4017,WHO,Metformin,2023-04-18 08:00:00,82
707,Notuv - Denk Pharma,2021-12-14 09:25:08,DMO_1001000,3969,Bill Gates Foundation,Metformin,2023-02-11 08:00:00,86
708,Notuv - Denk Pharma,2021-12-14 16:43:34,DMO_1001000,2270,WHO,Metformin,2022-10-31 08:00:00,1
709,Notuv - Denk Pharma,2021-12-14 20:10:43,DMO_1001000,4702,Red Cross,Metformin,2022-08-19 08:00:00,6
710,Notuv - Denk Pharma,2021-12-14 22:11:14,DMO_1001000,4312,Bill Gates Foundation,Metformin,2022-01-16 08:00:00,4
711,Notuv - Denk Pharma,2021-12-14 23:09:08,DMO_1001000,4940,WHO,Metformin,2021-11-28 08:00:00,46
712,Notuv - Denk Pharma,2021-12-15 11:09:55,DMO_1001000,1803,Red Cross,Metformin,2023-01-04 08:00:00,81
713,Notuv - Denk Pharma,2021-12-15 15:40:45,DMO_1001000,4006,WHO,Metformin,2023-04-06 08:00:00,65
714,Notuv - Denk Pharma,2021-12-15 22:17:06,DMO_1001000,4857,WHO,Metformin,2021-11-23 08:00:00,18
715,Notuv - Denk Pharma,2021-12-16 03:28:11,DMO_1001000,2351,Bill Gates Foundation,Metformin,2022-12-23 08:00:00,1
716,Notuv - Denk Pharma,2021-12-16 10:33:41,DMO_1001000,3667,Bill Gates Foundation,Metformin,2022-09-13 08:00:00,1
717,Notuv - Denk Pharma,2021-12-16 10:47:19,DMO_1001000,3640,Bill Gates Foundation,Metformin,2022-04-01 08:00:00,80
718,Notuv - Denk Pharma,2021-12-16 12:50:17,DMO_1001000,2131,Bill Gates Foundation,Metformin,2023-03-14 08:00:00,151
719,Notuv - Denk Pharma,2021-12-16 16:53:25,DMO_1001000,4287,Bill Gates Foundation,Metformin,2022-02-23 08:00:00,106
720,Notuv - Denk Pharma,2021-12-16 18:42:21,DMO_1001000,3129,WHO,Metformin,2023-06-26 08:00:00,149
721,Notuv - Denk Pharma,2021-12-17 04:22:22,DMO_1001000,1044,Red Cross,Metformin,2022-11-02 08:00:00,69
722,Notuv - Denk Pharma,2021-12-17 12:05:18,DMO_1001000,1253,Red Cross,Metformin,2022-06-20 08:00:00,76
723,Notuv - Denk Pharma,2021-12-17 23:03:50,DMO_1001000,3698,WHO,Metformin,2021-10-31 08:00:00,19
724,Notuv - Denk Pharma,2021-12-18 01:29:13,DMO_1001000,1252,Red Cross,Metformin,2022-01-24 08:00:00,53
725,Notuv - Denk Pharma,2021-12-18 15:15:24,DMO_1001000,1581,Bill Gates Foundation,Metformin,2023-04-27 08:00:00,101
726,Notuv - Denk Pharma,2021-12-19 02:01:47,DMO_1001000,4050,WHO,Metformin,2022-07-24 08:00:00,136
727,Notuv - Denk Pharma,2021-12-19 06:31:00,DMO_1001000,4681,WHO,Metformin,2022-06-02 08:00:00,25
728,Notuv - Denk Pharma,2021-12-19 09:12:21,DMO_1001000,2965,Red Cross,Metformin,2022-07-15 08:00:00,1
729,Notuv - Denk Pharma,2021-12-19 12:05:28,DMO_1001000,2982,Bill Gates Foundation,Metformin,2023-01-31 08:00:00,20
730,Notuv - Denk Pharma,2021-12-19 13:31:41,DMO_1001000,4878,Red Cross,Metformin,2023-05-10 08:00:00,50
731,Notuv - Denk Pharma,2021-12-19 17:08:43,DMO_1001000,1588,Red Cross,Metformin,2022-01-07 08:00:00,60
732,Notuv - Denk Pharma,2021-12-19 22:52:47,DMO_1001000,4302,WHO,Metformin,2022-02-14 08:00:00,104
733,Notuv - Denk Pharma,2021-12-20 01:34:34,DMO_1001000,3901,Red Cross,Metformin,2023-04-02 08:00:00,151
734,Notuv - Denk Pharma,2021-12-20 05:01:41,DMO_1001000,1487,WHO,Metformin,2022-04-04 08:00:00,73
735,Notuv - Denk Pharma,2021-12-20 05:31:52,DMO_1001000,3572,WHO,Metformin,2021-11-09 08:00:00,43
736,Notuv - Denk Pharma,2021-12-20 17:08:50,DMO_1001000,3546,WHO,Metformin,2023-03-01 08:00:00,22
737,Notuv - Denk Pharma,2021-12-20 17:38:40,DMO_1001000,3282,WHO,Metformin,2021-12-07 08:00:00,6
738,Notuv - Denk Pharma,2021-12-20 19:01:09,DMO_1001000,3665,WHO,Metformin,2021-12-07 08:00:00,1
739,Notuv - Denk Pharma,2021-12-21 03:43:49,DMO_1001000,2607,Red Cross,Metformin,2023-05-22 08:00:00,108
740,Notuv - Denk Pharma,2021-12-21 03:52:19,DMO_1001000,3876,Bill Gates Foundation,Metformin,2023-02-01 08:00:00,1
741,Notuv - Denk Pharma,2021-12-21 03:59:53,DMO_1001000,2565,Red Cross,Metformin,2023-03-26 08:00:00,53
742,Notuv - Denk Pharma,2021-12-21 08:24:09,DMO_1001000,2898,Bill Gates Foundation,Metformin,2022-06-16 08:00:00,1
743,Notuv - Denk Pharma,2021-12-21 08:49:26,DMO_1001000,2548,Bill Gates Foundation,Metformin,2022-04-16 08:00:00,178
744,Notuv - Denk Pharma,2021-12-21 10:38:11,DMO_1001000,4378,Bill Gates Foundation,Metformin,2022-06-29 08:00:00,113
745,Notuv - Denk Pharma,2021-12-21 13:42:56,DMO_1001000,4977,Red Cross,Metformin,2023-01-08 08:00:00,7
746,Notuv - Denk Pharma,2021-12-21 17:35:10,DMO_1001000,2326,Bill Gates Foundation,Metformin,2021-11-02 08:00:00,1
747,Notuv - Denk Pharma,2021-12-21 20:19:17,DMO_1001000,4771,Bill Gates Foundation,Metformin,2022-01-09 08:00:00,114
748,Notuv - Denk Pharma,2021-12-22 02:30:57,DMO_1001000,4558,WHO,Metformin,2023-05-17 08:00:00,11
749,Notuv - Denk Pharma,2021-12-22 07:03:47,DMO_1001000,3596,Bill Gates Foundation,Metformin,2021-12-12 08:00:00,73
750,Notuv - Denk Pharma,2021-12-22 10:39:52,DMO_1001000,4943,WHO,Metformin,2022-05-14 08:00:00,62
751,Notuv - Denk Pharma,2021-12-22 16:15:34,DMO_1001000,2685,Red Cross,Metformin,2023-01-22 08:00:00,96
752,Notuv - Denk Pharma,2021-12-22 18:39:11,DMO_1001000,4526,WHO,Metformin,2023-04-10 08:00:00,125
753,Notuv - Denk Pharma,2021-12-23 03:29:16,DMO_1001000,3514,WHO,Metformin,2022-10-11 08:00:00,164
754,Notuv - Denk Pharma,2021-12-23 13:53:01,DMO_1001000,3509,Bill Gates Foundation,Metformin,2021-11-28 08:00:00,39
755,Notuv - Denk Pharma,2021-12-23 23:12:24,DMO_1001000,1759,Bill Gates Foundation,Metformin,2022-08-11 08:00:00,31
756,Notuv - Denk Pharma,2021-12-23 23:28:26,DMO_1001000,2804,WHO,Metformin,2022-10-11 08:00:00,36
757,Notuv - Denk Pharma,2021-12-24 03:10:47,DMO_1001000,4994,Red Cross,Metformin,2023-02-20 08:00:00,3
758,Notuv - Denk Pharma,2021-12-24 05:42:21,DMO_1001000,4005,Bill Gates Foundation,Metformin,2022-07-17 08:00:00,118
759,Notuv - Denk Pharma,2021-12-24 06:06:41,DMO_1001000,3726,Bill Gates Foundation,Metformin,2023-01-19 08:00:00,126
760,Notuv - Denk Pharma,2021-12-24 17:58:49,DMO_1001000,4181,Bill Gates Foundation,Metformin,2023-06-09 08:00:00,17
761,Notuv - Denk Pharma,2021-12-24 18:10:09,DMO_1001000,1148,WHO,Metformin,2023-07-26 08:00:00,117
762,Notuv - Denk Pharma,2021-12-25 07:49:20,DMO_1001000,1043,WHO,Metformin,2023-03-19 08:00:00,51
763,Notuv - Denk Pharma,2021-12-25 09:37:25,DMO_1001000,4667,Bill Gates Foundation,Metformin,2022-05-14 08:00:00,129
764,Notuv - Denk Pharma,2021-12-25 10:45:15,DMO_1001000,4999,Red Cross,Metformin,2022-01-21 08:00:00,1
765,Notuv - Denk Pharma,2021-12-25 14:08:09,DMO_1001000,4084,Red Cross,Metformin,2023-01-12 08:00:00,169
766,Notuv - Denk Pharma,2021-12-25 14:34:42,DMO_1001000,1057,Bill Gates Foundation,Metformin,2023-02-26 08:00:00,24
767,Notuv - Denk Pharma,2021-12-25 19:03:43,DMO_1001000,3823,Red Cross,Metformin,2022-11-25 08:00:00,57
768,Notuv - Denk Pharma,2021-12-25 19:42:58,DMO_1001000,4072,Bill Gates Foundation,Metformin,2023-05-03 08:00:00,50
769,Notuv - Denk Pharma,2021-12-25 21:37:45,DMO_1001000,3844,WHO,Metformin,2023-04-18 08:00:00,34
770,Notuv - Denk Pharma,2021-12-26 06:23:52,DMO_1001000,1208,Bill Gates Foundation,Metformin,2022-11-24 08:00:00,31
771,Notuv - Denk Pharma,2021-12-26 07:51:04,DMO_1001000,3468,Bill Gates Foundation,Metformin,2022-07-12 08:00:00,34
772,Notuv - Denk Pharma,2021-12-26 11:13:51,DMO_1001000,4690,Bill Gates Foundation,Metformin,2022-04-22 08:00:00,79
773,Notuv - Denk Pharma,2021-12-26 13:56:24,DMO_1001000,2852,Bill Gates Foundation,Metformin,2022-01-11 08:00:00,54
774,Notuv - Denk Pharma,2021-12-26 17:01:52,DMO_1001000,1224,Red Cross,Metformin,2021-12-30 08:00:00,98
775,Notuv - Denk Pharma,2021-12-27 04:01:56,DMO_1001000,2767,Bill Gates Foundation,Metformin,2022-03-13 08:00:00,148
776,Notuv - Denk Pharma,2021-12-27 06:39:15,DMO_1001000,4043,Red Cross,Metformin,2022-07-09 08:00:00,1
777,Notuv - Denk Pharma,2021-12-27 11:45:05,DMO_1001000,2436,Red Cross,Metformin,2022-01-19 08:00:00,1
778,Notuv - Denk Pharma,2021-12-27 17:07:19,DMO_1001000,3386,Red Cross,Metformin,2022-08-19 08:00:00,1
779,Notuv - Denk Pharma,2021-12-27 22:58:01,DMO_1001000,4699,Red Cross,Metformin,2023-05-09 08:00:00,120
780,Notuv - Denk Pharma,2021-12-28 01:03:29,DMO_1001000,2143,Bill Gates Foundation,Metformin,2022-11-25 08:00:00,15
781,Notuv - Denk Pharma,2021-12-28 12:40:20,DMO_1001000,3910,WHO,Metformin,2022-04-16 08:00:00,1
782,Notuv - Denk Pharma,2021-12-28 17:06:17,DMO_1001000,2035,Bill Gates Foundation,Metformin,2022-02-04 08:00:00,73
783,Notuv - Denk Pharma,2021-12-28 18:14:01,DMO_1001000,3280,Bill Gates Foundation,Metformin,2021-12-21 08:00:00,1
784,Notuv - Denk Pharma,2021-12-28 23:06:04,DMO_1001000,3616,WHO,Metformin,2022-08-10 08:00:00,8
785,Notuv - Denk Pharma,2021-12-29 05:52:38,DMO_1001000,1840,Red Cross,Metformin,2022-07-08 08:00:00,153
786,Notuv - Denk Pharma,2021-12-29 11:09:46,DMO_1001000,3556,WHO,Metformin,2022-05-30 08:00:00,100
787,Notuv - Denk Pharma,2021-12-29 12:49:34,DMO_1001000,2449,Red Cross,Metformin,2023-06-04 08:00:00,105
788,Notuv - Denk Pharma,2021-12-30 01:43:27,DMO_1001000,4504,Red Cross,Metformin,2023-07-13 08:00:00,74
789,Notuv - Denk Pharma,2021-12-30 02:02:53,DMO_1001000,3552,WHO,Metformin,2022-12-11 08:00:00,36
790,Notuv - Denk Pharma,2021-12-30 07:47:34,DMO_1001000,3379,Red Cross,Metformin,2023-02-04 08:00:00,21
791,Notuv - Denk Pharma,2021-12-30 07:49:12,DMO_1001000,2952,Red Cross,Metformin,2022-01-10 08:00:00,27
792,Notuv - Denk Pharma,2021-12-30 07:53:05,DMO_1001000,3680,Red Cross,Metformin,2022-07-08 08:00:00,1
793,Notuv - Denk Pharma,2021-12-30 16:06:25,DMO_1001000,4546,WHO,Metformin,2022-05-16 08:00:00,44
794,Notuv - Denk Pharma,2021-12-30 23:51:14,DMO_1001000,3857,WHO,Metformin,2022-02-04 08:00:00,23
795,Notuv - Denk Pharma,2021-12-31 00:41:59,DMO_1001000,1325,Red Cross,Metformin,2022-01-17 08:00:00,96
796,Notuv - Denk Pharma,2021-12-31 02:29:29,DMO_1001000,2467,Bill Gates Foundation,Metformin,2023-07-06 08:00:00,170
797,Notuv - Denk Pharma,2021-12-31 18:52:22,DMO_1001000,4309,Bill Gates Foundation,Metformin,2023-01-30 08:00:00,17
798,Notuv - Denk Pharma,2021-12-31 19:18:08,DMO_1001000,3501,WHO,Metformin,2022-12-06 08:00:00,50
799,Notuv - Denk Pharma,2022-01-01 00:28:12,DMO_1001000,2736,Red Cross,Metformin,2022-01-19 08:00:00,144
800,Notuv - Denk Pharma,2022-01-01 05:32:02,DMO_1001000,4475,Bill Gates Foundation,Metformin,2022-07-09 08:00:00,121
801,Notuv - Denk Pharma,2022-01-01 07:57:39,DMO_1001000,1381,Red Cross,Metformin,2022-12-28 08:00:00,1
802,Notuv - Denk Pharma,2022-01-01 08:44:14,DMO_1001000,3943,Red Cross,Metformin,2023-02-14 08:00:00,52
803,Notuv - Denk Pharma,2022-01-01 15:17:31,DMO_1001000,3355,Red Cross,Metformin,2021-12-01 08:00:00,177
804,Notuv - Denk Pharma,2022-01-02 04:42:27,DMO_1001000,3819,Red Cross,Metformin,2022-10-03 08:00:00,34
805,Notuv - Denk Pharma,2022-01-02 06:41:33,DMO_1001000,3813,Bill Gates Foundation,Metformin,2021-11-17 08:00:00,1
806,Notuv - Denk Pharma,2022-01-02 07:44:38,DMO_1001000,2735,Red Cross,Metformin,2023-02-16 08:00:00,33
807,Notuv - Denk Pharma,2022-01-02 17:54:44,DMO_1001000,4015,Red Cross,Metformin,2021-11-09 08:00:00,117
808,Notuv - Denk Pharma,2022-01-03 15:37:38,DMO_1001000,4907,Bill Gates Foundation,Metformin,2023-04-25 08:00:00,1
809,Notuv - Denk Pharma,2022-01-03 17:22:42,DMO_1001000,1987,WHO,Metformin,2023-03-21 08:00:00,33
810,Notuv - Denk Pharma,2022-01-04 03:05:30,DMO_1001000,1299,Red Cross,Metformin,2022-12-16 08:00:00,77
811,Notuv - Denk Pharma,2022-01-04 08:06:04,DMO_1001000,1557,WHO,Metformin,2023-01-04 08:00:00,1
812,Notuv - Denk Pharma,2022-01-04 12:32:04,DMO_1001000,3762,Red Cross,Metformin,2023-07-16 08:00:00,1
813,Notuv - Denk Pharma,2022-01-04 16:56:06,DMO_1001000,3345,Bill Gates Foundation,Metformin,2023-04-08 08:00:00,52
814,Notuv - Denk Pharma,2022-01-05 06:59:59,DMO_1001000,1713,WHO,Metformin,2023-06-12 08:00:00,96
815,Notuv - Denk Pharma,2022-01-05 07:08:08,DMO_1001000,3314,WHO,Metformin,2022-08-12 08:00:00,91
816,Notuv - Denk Pharma,2022-01-05 18:02:46,DMO_1001000,2511,Red Cross,Metformin,2022-06-03 08:00:00,15
817,Notuv - Denk Pharma,2022-01-06 04:32:36,DMO_1001000,2335,Red Cross,Metformin,2022-01-01 08:00:00,31
818,Notuv - Denk Pharma,2022-01-06 10:12:00,DMO_1001000,4306,Red Cross,Metformin,2023-04-15 08:00:00,1
819,Notuv - Denk Pharma,2022-01-07 13:01:04,DMO_1001000,2912,WHO,Metformin,2022-02-24 08:00:00,25
820,Notuv - Denk Pharma,2022-01-07 17:58:01,DMO_1001000,3337,WHO,Metformin,2023-04-19 08:00:00,1
821,Notuv - Denk Pharma,2022-01-07 19:14:46,DMO_1001000,4087,WHO,Metformin,2022-05-13 08:00:00,1
822,Notuv - Denk Pharma,2022-01-07 20:46:17,DMO_1001000,1510,WHO,Metformin,2022-08-06 08:00:00,86
823,Notuv - Denk Pharma,2022-01-08 16:00:36,DMO_1001000,4918,Bill Gates Foundation,Metformin,2022-10-28 08:00:00,79
824,Notuv - Denk Pharma,2022-01-08 16:29:50,DMO_1001000,4828,WHO,Metformin,2022-03-31 08:00:00,98
825,Notuv - Denk Pharma,2022-01-08 22:38:28,DMO_1001000,2656,Bill Gates Foundation,Metformin,2022-09-11 08:00:00,89
826,Notuv - Denk Pharma,2022-01-09 00:59:50,DMO_1001000,2674,WHO,Metformin,2023-06-02 08:00:00,116
827,Notuv - Denk Pharma,2022-01-09 01:31:34,DMO_1001000,3610,Red Cross,Metformin,2022-03-26 08:00:00,1
828,Notuv - Denk Pharma,2022-01-09 10:40:49,DMO_1001000,4639,Red Cross,Metformin,2022-08-25 08:00:00,165
829,Notuv - Denk Pharma,2022-01-09 18:00:27,DMO_1001000,3243,WHO,Metformin,2023-02-12 08:00:00,1
830,Notuv - Denk Pharma,2022-01-09 21:54:13,DMO_1001000,3735,WHO,Metformin,2022-12-10 08:00:00,1
831,Notuv - Denk Pharma,2022-01-10 03:27:26,DMO_1001000,2998,WHO,Metformin,2022-06-24 08:00:00,1
832,Notuv - Denk Pharma,2022-01-10 14:16:27,DMO_1001000,1574,Bill Gates Foundation,Metformin,2022-09-16 08:00:00,1
833,Notuv - Denk Pharma,2022-01-10 14:46:48,DMO_1001000,3669,Bill Gates Foundation,Metformin,2022-09-21 08:00:00,21
834,Notuv - Denk Pharma,2022-01-11 02:14:30,DMO_1001000,2041,Red Cross,Metformin,2021-11-19 08:00:00,1
835,Notuv - Denk Pharma,2022-01-11 07:05:09,DMO_1001000,1952,WHO,Metformin,2022-03-09 08:00:00,5
836,Notuv - Denk Pharma,2022-01-11 12:51:03,DMO_1001000,1639,WHO,Metformin,2023-05-24 08:00:00,1
837,Notuv - Denk Pharma,2022-01-11 15:11:38,DMO_1001000,4220,WHO,Metformin,2022-04-22 08:00:00,56
838,Notuv - Denk Pharma,2022-01-11 17:35:05,DMO_1001000,4020,Bill Gates Foundation,Metformin,2023-04-22 08:00:00,1
839,Notuv - Denk Pharma,2022-01-11 21:54:47,DMO_1001000,4778,Bill Gates Foundation,Metformin,2022-08-19 08:00:00,97
840,Notuv - Denk Pharma,2022-01-12 00:21:54,DMO_1001000,4249,WHO,Metformin,2023-04-06 08:00:00,101
841,Notuv - Denk Pharma,2022-01-12 05:17:59,DMO_1001000,4780,WHO,Metformin,2023-05-24 08:00:00,1
842,Notuv - Denk Pharma,2022-01-12 08:43:10,DMO_1001000,4078,WHO,Metformin,2022-03-25 08:00:00,57
