Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
Notuv - Denk Pharma,2021-12-01 20:29:23,DMO_1001000,2347,Bill Gates Foundation,Metformin,2022-06-09 08:00:00,8
Notuv - Denk Pharma,2021-12-01 20:56:43,DMO_1001000,3291,Bill Gates Foundation,Metformin,2023-02-28 08:00:00,28
Notuv - Denk Pharma,2021-12-01 21:20:08,DMO_1001000,4638,Bill Gates Foundation,Metformin,2023-03-23 08:00:00,27
Notuv - Denk Pharma,2021-12-03 03:24:53,DMO_1001000,4853,Red Cross,Metformin,2022-01-13 08:00:00,23
Notuv - Denk Pharma,2021-12-03 05:49:12,DMO_1001000,2104,Red Cross,Metformin,2022-12-21 08:00:00,34
Notuv - Denk Pharma,2021-12-03 07:17:45,DMO_1001000,4953,WHO,Metformin,2021-12-03 08:00:00,11
Notuv - Denk Pharma,2021-12-04 05:12:29,DMO_1001000,1501,Red Cross,Metformin,2023-06-11 08:00:00,52
Notuv - Denk Pharma,2021-12-04 07:02:48,DMO_1001000,4904,Red Cross,Metformin,2022-12-03 08:00:00,29
Notuv - Denk Pharma,2021-12-04 10:28:42,DMO_1001000,4117,Bill Gates Foundation,Metformin,2021-11-02 08:00:00,44
Notuv - Denk Pharma,2021-12-04 17:38:45,DMO_1001000,4185,Bill Gates Foundation,Metformin,2022-05-25 08:00:00,35
Notuv - Denk Pharma,2021-12-05 04:04:35,DMO_1001000,4793,Red Cross,Metformin,2022-01-27 08:00:00,48
Notuv - Denk Pharma,2021-12-05 04:46:29,DMO_1001000,3755,Bill Gates Foundation,Metformin,2022-06-10 08:00:00,11
Notuv - Denk Pharma,2021-12-05 07:46:44,DMO_1001000,2741,WHO,Metformin,2021-11-09 08:00:00,17
Notuv - Denk Pharma,2021-12-06 00:30:51,DMO_1001000,3976,WHO,Metformin,2023-06-28 08:00:00,16
Notuv - Denk Pharma,2021-12-06 08:20:58,DMO_1001000,1433,Red Cross,Metformin,2022-11-04 08:00:00,3
Notuv - Denk Pharma,2021-12-06 13:08:57,DMO_1001000,4148,Red Cross,Metformin,2022-05-05 08:00:00,20
Notuv - Denk Pharma,2021-12-06 13:15:17,DMO_1001000,1893,Bill Gates Foundation,Metformin,2022-10-27 08:00:00,15
Notuv - Denk Pharma,2021-12-06 21:37:34,DMO_1001000,3451,WHO,Metformin,2023-03-28 08:00:00,10
Notuv - Denk Pharma,2021-12-07 00:13:16,DMO_1001000,2908,Red Cross,Metformin,2022-03-27 08:00:00,1
Notuv - Denk Pharma,2021-12-07 03:15:07,DMO_1001000,4264,Red Cross,Metformin,2022-03-29 08:00:00,22
Notuv - Denk Pharma,2021-12-07 06:42:26,DMO_1001000,2313,WHO,Metformin,2023-06-26 08:00:00,35
Notuv - Denk Pharma,2021-12-07 13:20:45,DMO_1001000,3100,WHO,Metformin,2022-06-28 08:00:00,35
Notuv - Denk Pharma,2021-12-07 18:12:01,DMO_1001000,2941,Red Cross,Metformin,2021-11-20 08:00:00,20
Notuv - Denk Pharma,2021-12-07 21:05:27,DMO_1001000,3785,Bill Gates Foundation,Metformin,2021-11-27 08:00:00,19
Notuv - Denk Pharma,2021-12-07 21:05:53,DMO_1001000,4693,Red Cross,Metformin,2022-06-17 08:00:00,7
Notuv - Denk Pharma,2021-12-08 00:27:38,DMO_1001000,3911,Bill Gates Foundation,Metformin,2022-03-24 08:00:00,49
Notuv - Denk Pharma,2021-12-08 02:54:00,DMO_1001000,2869,Red Cross,Metformin,2022-12-01 08:00:00,1
Notuv - Denk Pharma,2021-12-08 08:23:19,DMO_1001000,4865,Red Cross,Metformin,2022-03-25 08:00:00,13
Notuv - Denk Pharma,2021-12-08 10:40:37,DMO_1001000,2704,Red Cross,Metformin,2023-07-14 08:00:00,41
Notuv - Denk Pharma,2021-12-08 19:32:37,DMO_1001000,1857,WHO,Metformin,2021-11-24 08:00:00,34
Notuv - Denk Pharma,2021-12-09 01:25:28,DMO_1001000,4851,Red Cross,Metformin,2023-05-16 08:00:00,16
Notuv - Denk Pharma,2021-12-09 07:02:42,DMO_1001000,3796,WHO,Metformin,2022-05-09 08:00:00,33
Notuv - Denk Pharma,2021-12-09 10:55:30,DMO_1001000,1344,WHO,Metformin,2022-11-23 08:00:00,20
Notuv - Denk Pharma,2021-12-09 14:50:24,DMO_1001000,2758,WHO,Metformin,2023-04-09 08:00:00,30
Notuv - Denk Pharma,2021-12-09 19:44:20,DMO_1001000,4214,Bill Gates Foundation,Metformin,2023-06-22 08:00:00,1
Notuv - Denk Pharma,2021-12-09 20:03:21,DMO_1001000,3686,Red Cross,Metformin,2023-06-04 08:00:00,46
Notuv - Denk Pharma,2021-12-10 01:37:33,DMO_1001000,2883,Bill Gates Foundation,Metformin,2023-02-10 08:00:00,35
Notuv - Denk Pharma,2021-12-10 04:59:53,DMO_1001000,3699,Bill Gates Foundation,Metformin,2023-01-24 08:00:00,55
Notuv - Denk Pharma,2021-12-10 07:23:16,DMO_1001000,4072,Bill Gates Foundation,Metformin,2023-03-05 08:00:00,37
Notuv - Denk Pharma,2021-12-10 16:41:59,DMO_1001000,1639,WHO,Metformin,2022-05-22 08:00:00,11
Notuv - Denk Pharma,2021-12-10 17:30:24,DMO_1001000,3427,WHO,Metformin,2022-04-12 08:00:00,17
Notuv - Denk Pharma,2021-12-10 19:37:04,DMO_1001000,1485,Bill Gates Foundation,Metformin,2023-04-24 08:00:00,19
Notuv - Denk Pharma,2021-12-10 20:32:03,DMO_1001000,3971,Bill Gates Foundation,Metformin,2022-06-19 08:00:00,27
Notuv - Denk Pharma,2021-12-10 21:36:34,DMO_1001000,2259,Bill Gates Foundation,Metformin,2023-06-05 08:00:00,50
Notuv - Denk Pharma,2021-12-11 10:51:26,DMO_1001000,3727,Bill Gates Foundation,Metformin,2022-04-28 08:00:00,49
Notuv - Denk Pharma,2021-12-11 16:56:15,DMO_1001000,1935,Bill Gates Foundation,Metformin,2022-12-09 08:00:00,21
Notuv - Denk Pharma,2021-12-11 18:58:47,DMO_1001000,3449,Red Cross,Metformin,2022-09-03 08:00:00,22
Notuv - Denk Pharma,2021-12-11 21:10:03,DMO_1001000,4871,Red Cross,Metformin,2022-10-11 08:00:00,19
Notuv - Denk Pharma,2021-12-12 03:51:07,DMO_1001000,1164,Red Cross,Metformin,2022-04-11 08:00:00,30
Notuv - Denk Pharma,2021-12-12 09:00:38,DMO_1001000,3204,Bill Gates Foundation,Metformin,2021-12-26 08:00:00,55
Notuv - Denk Pharma,2021-12-12 14:25:40,DMO_1001000,4032,Bill Gates Foundation,Metformin,2022-07-25 08:00:00,25
Notuv - Denk Pharma,2021-12-12 20:40:06,DMO_1001000,1796,Bill Gates Foundation,Metformin,2023-02-05 08:00:00,1
Notuv - Denk Pharma,2021-12-13 03:01:47,DMO_1001000,1313,Red Cross,Metformin,2022-09-25 08:00:00,37
Notuv - Denk Pharma,2021-12-14 01:03:43,DMO_1001000,2956,WHO,Metformin,2022-10-24 08:00:00,14
Notuv - Denk Pharma,2021-12-14 12:12:15,DMO_1001000,4786,WHO,Metformin,2023-03-29 08:00:00,41
Notuv - Denk Pharma,2021-12-14 22:00:01,DMO_1001000,3953,Bill Gates Foundation,Metformin,2022-10-08 08:00:00,21
Notuv - Denk Pharma,2021-12-15 01:39:50,DMO_1001000,2392,Bill Gates Foundation,Metformin,2022-10-27 08:00:00,14
Notuv - Denk Pharma,2021-12-15 15:01:43,DMO_1001000,3183,Bill Gates Foundation,Metformin,2022-10-06 08:00:00,27
Notuv - Denk Pharma,2021-12-15 20:30:13,DMO_1001000,3172,Bill Gates Foundation,Metformin,2023-01-26 08:00:00,8
Notuv - Denk Pharma,2021-12-15 21:22:13,DMO_1001000,4544,WHO,Metformin,2022-05-07 08:00:00,46
Notuv - Denk Pharma,2021-12-16 00:43:21,DMO_1001000,1666,Bill Gates Foundation,Metformin,2022-03-21 08:00:00,53
Notuv - Denk Pharma,2021-12-16 02:54:59,DMO_1001000,2891,Red Cross,Metformin,2022-11-11 08:00:00,1
Notuv - Denk Pharma,2021-12-16 07:49:10,DMO_1001000,2599,WHO,Metformin,2022-10-21 08:00:00,28
Notuv - Denk Pharma,2021-12-16 13:15:25,DMO_1001000,1572,Red Cross,Metformin,2023-02-12 08:00:00,13
Notuv - Denk Pharma,2021-12-17 09:50:12,DMO_1001000,2156,Bill Gates Foundation,Metformin,2022-01-15 08:00:00,19
Notuv - Denk Pharma,2021-12-17 15:23:12,DMO_1001000,4426,WHO,Metformin,2023-04-11 08:00:00,40
Notuv - Denk Pharma,2021-12-18 05:21:51,DMO_1001000,1995,WHO,Metformin,2021-12-01 08:00:00,49
Notuv - Denk Pharma,2021-12-18 13:41:34,DMO_1001000,4986,Bill Gates Foundation,Metformin,2022-04-23 08:00:00,40
Notuv - Denk Pharma,2021-12-18 23:05:47,DMO_1001000,3893,Bill Gates Foundation,Metformin,2022-08-28 08:00:00,10
Notuv - Denk Pharma,2021-12-19 06:30:48,DMO_1001000,4272,Bill Gates Foundation,Metformin,2022-04-17 08:00:00,2
Notuv - Denk Pharma,2021-12-19 11:10:13,DMO_1001000,4245,Bill Gates Foundation,Metformin,2022-02-15 08:00:00,18
Notuv - Denk Pharma,2021-12-20 05:01:55,DMO_1001000,3062,Red Cross,Metformin,2023-05-03 08:00:00,22
Notuv - Denk Pharma,2021-12-20 13:57:39,DMO_1001000,2075,Red Cross,Metformin,2023-01-02 08:00:00,13
Notuv - Denk Pharma,2021-12-21 15:23:37,DMO_1001000,3602,Bill Gates Foundation,Metformin,2022-07-10 08:00:00,3
Notuv - Denk Pharma,2021-12-22 05:58:06,DMO_1001000,1636,WHO,Metformin,2023-02-07 08:00:00,30
Notuv - Denk Pharma,2021-12-22 06:05:53,DMO_1001000,3592,Red Cross,Metformin,2023-01-16 08:00:00,13
Notuv - Denk Pharma,2021-12-22 19:08:35,DMO_1001000,4569,WHO,Metformin,2022-08-23 08:00:00,31
Notuv - Denk Pharma,2021-12-23 03:15:20,DMO_1001000,4562,WHO,Metformin,2022-06-03 08:00:00,29
Notuv - Denk Pharma,2021-12-23 06:39:35,DMO_1001000,2830,Red Cross,Metformin,2023-01-30 08:00:00,13
Notuv - Denk Pharma,2021-12-23 07:20:33,DMO_1001000,3786,WHO,Metformin,2022-02-26 08:00:00,21
Notuv - Denk Pharma,2021-12-23 08:13:55,DMO_1001000,2316,WHO,Metformin,2023-02-07 08:00:00,6
Notuv - Denk Pharma,2021-12-23 14:08:01,DMO_1001000,1953,WHO,Metformin,2022-12-03 08:00:00,47
Notuv - Denk Pharma,2021-12-23 16:00:27,DMO_1001000,3089,Red Cross,Metformin,2023-04-12 08:00:00,58
Notuv - Denk Pharma,2021-12-24 02:05:33,DMO_1001000,3350,Red Cross,Metformin,2022-11-02 08:00:00,30
Notuv - Denk Pharma,2021-12-24 07:54:42,DMO_1001000,2026,WHO,Metformin,2022-09-26 08:00:00,22
Notuv - Denk Pharma,2021-12-24 09:34:53,DMO_1001000,3398,Red Cross,Metformin,2023-06-27 08:00:00,36
Notuv - Denk Pharma,2021-12-24 14:31:25,DMO_1001000,4646,Red Cross,Metformin,2022-07-10 08:00:00,1
Notuv - Denk Pharma,2021-12-24 15:20:04,DMO_1001000,2708,Red Cross,Metformin,2022-08-24 08:00:00,10
Notuv - Denk Pharma,2021-12-24 17:17:22,DMO_1001000,2575,Red Cross,Metformin,2022-11-27 08:00:00,24
Notuv - Denk Pharma,2021-12-24 19:29:31,DMO_1001000,4514,Red Cross,Metformin,2021-11-02 08:00:00,27
Notuv - Denk Pharma,2021-12-25 03:22:34,DMO_1001000,1967,Red Cross,Metformin,2022-01-09 08:00:00,25
Notuv - Denk Pharma,2021-12-25 09:05:45,DMO_1001000,3745,Bill Gates Foundation,Metformin,2022-06-11 08:00:00,51
Notuv - Denk Pharma,2021-12-25 15:30:52,DMO_1001000,1672,Bill Gates Foundation,Metformin,2021-12-19 08:00:00,16
Notuv - Denk Pharma,2021-12-25 18:35:44,DMO_1001000,2358,Red Cross,Metformin,2022-04-26 08:00:00,39
Notuv - Denk Pharma,2021-12-25 19:19:41,DMO_1001000,2837,Bill Gates Foundation,Metformin,2022-05-05 08:00:00,29
Notuv - Denk Pharma,2021-12-26 03:44:31,DMO_1001000,4501,Red Cross,Metformin,2022-10-04 08:00:00,29
Notuv - Denk Pharma,2021-12-26 05:52:47,DMO_1001000,1597,Bill Gates Foundation,Metformin,2023-05-03 08:00:00,24
Notuv - Denk Pharma,2021-12-26 16:46:52,DMO_1001000,3702,Bill Gates Foundation,Metformin,2022-10-18 08:00:00,32
Notuv - Denk Pharma,2021-12-26 20:21:43,DMO_1001000,3672,WHO,Metformin,2022-11-23 08:00:00,23
Notuv - Denk Pharma,2021-12-27 08:33:28,DMO_1001000,4804,WHO,Metformin,2023-04-11 08:00:00,23
Notuv - Denk Pharma,2021-12-27 12:27:15,DMO_1001000,4256,WHO,Metformin,2022-09-27 08:00:00,20
Notuv - Denk Pharma,2021-12-27 13:24:05,DMO_1001000,1665,WHO,Metformin,2022-06-14 08:00:00,8
Notuv - Denk Pharma,2021-12-27 23:29:37,DMO_1001000,1521,Bill Gates Foundation,Metformin,2022-07-11 08:00:00,46
Notuv - Denk Pharma,2021-12-28 02:17:56,DMO_1001000,2832,Bill Gates Foundation,Metformin,2023-06-02 08:00:00,37
Notuv - Denk Pharma,2021-12-28 07:00:12,DMO_1001000,2299,Bill Gates Foundation,Metformin,2021-12-04 08:00:00,35
Notuv - Denk Pharma,2021-12-28 08:18:55,DMO_1001000,1233,Bill Gates Foundation,Metformin,2023-01-03 08:00:00,54
Notuv - Denk Pharma,2021-12-28 20:39:42,DMO_1001000,2856,Bill Gates Foundation,Metformin,2022-01-02 08:00:00,9
Notuv - Denk Pharma,2021-12-29 12:14:57,DMO_1001000,4263,Red Cross,Metformin,2023-01-25 08:00:00,18
Notuv - Denk Pharma,2021-12-29 18:45:04,DMO_1001000,4915,WHO,Metformin,2022-09-07 08:00:00,7
Notuv - Denk Pharma,2021-12-29 20:23:28,DMO_1001000,1516,WHO,Metformin,2022-06-29 08:00:00,26
Notuv - Denk Pharma,2021-12-30 02:50:09,DMO_1001000,4381,WHO,Metformin,2023-05-22 08:00:00,9
Notuv - Denk Pharma,2021-12-30 11:23:26,DMO_1001000,3836,Bill Gates Foundation,Metformin,2023-01-08 08:00:00,23
Notuv - Denk Pharma,2021-12-30 14:13:11,DMO_1001000,2761,Bill Gates Foundation,Metformin,2022-10-07 08:00:00,13
Notuv - Denk Pharma,2021-12-31 05:29:18,DMO_1001000,1717,Bill Gates Foundation,Metformin,2022-08-27 08:00:00,25
Notuv - Denk Pharma,2021-12-31 19:16:05,DMO_1001000,4149,Red Cross,Metformin,2021-11-16 08:00:00,9
Notuv - Denk Pharma,2021-12-31 20:19:30,DMO_1001000,4826,Red Cross,Metformin,2023-04-16 08:00:00,13
Notuv - Denk Pharma,2022-01-01 03:04:50,DMO_1001000,4326,WHO,Metformin,2022-07-27 08:00:00,22
Notuv - Denk Pharma,2022-01-01 08:26:18,DMO_1001000,1171,Bill Gates Foundation,Metformin,2023-07-13 08:00:00,31
Notuv - Denk Pharma,2022-01-01 16:05:51,DMO_1001000,1728,Bill Gates Foundation,Metformin,2023-07-04 08:00:00,19
Notuv - Denk Pharma,2022-01-01 20:06:31,DMO_1001000,1177,WHO,Metformin,2023-06-28 08:00:00,32
Notuv - Denk Pharma,2022-01-02 00:10:57,DMO_1001000,2522,Red Cross,Metformin,2023-07-03 08:00:00,40
Notuv - Denk Pharma,2022-01-02 06:27:45,DMO_1001000,1109,Red Cross,Metformin,2022-06-24 08:00:00,7
Notuv - Denk Pharma,2022-01-02 07:16:14,DMO_1001000,1496,Bill Gates Foundation,Metformin,2022-04-08 08:00:00,1
Notuv - Denk Pharma,2022-01-02 09:41:06,DMO_1001000,2450,Red Cross,Metformin,2023-04-26 08:00:00,27
Notuv - Denk Pharma,2022-01-02 13:25:37,DMO_1001000,2434,Red Cross,Metformin,2023-02-20 08:00:00,6
Notuv - Denk Pharma,2022-01-02 14:22:11,DMO_1001000,2570,Bill Gates Foundation,Metformin,2021-12-03 08:00:00,39
Notuv - Denk Pharma,2022-01-03 00:17:05,DMO_1001000,2503,Red Cross,Metformin,2022-12-22 08:00:00,25
Notuv - Denk Pharma,2022-01-03 02:06:16,DMO_1001000,4847,Bill Gates Foundation,Metformin,2023-07-09 08:00:00,11
Notuv - Denk Pharma,2022-01-03 20:29:05,DMO_1001000,3531,Red Cross,Metformin,2022-12-26 08:00:00,44
Notuv - Denk Pharma,2022-01-04 01:35:15,DMO_1001000,1792,Red Cross,Metformin,2022-03-09 08:00:00,20
Notuv - Denk Pharma,2022-01-04 07:01:41,DMO_1001000,3607,WHO,Metformin,2023-05-05 08:00:00,23
Notuv - Denk Pharma,2022-01-04 08:33:54,DMO_1001000,3590,Red Cross,Metformin,2023-04-19 08:00:00,56
Notuv - Denk Pharma,2022-01-04 18:22:52,DMO_1001000,2966,WHO,Metformin,2023-04-27 08:00:00,6
Notuv - Denk Pharma,2022-01-05 06:58:26,DMO_1001000,4468,Red Cross,Metformin,2022-01-15 08:00:00,50
Notuv - Denk Pharma,2022-01-05 12:27:29,DMO_1001000,2802,Bill Gates Foundation,Metformin,2021-12-26 08:00:00,6
Notuv - Denk Pharma,2022-01-06 02:35:40,DMO_1001000,4505,WHO,Metformin,2022-06-12 08:00:00,23
Notuv - Denk Pharma,2022-01-06 03:53:30,DMO_1001000,1157,Red Cross,Metformin,2022-08-28 08:00:00,34
Notuv - Denk Pharma,2022-01-06 06:08:54,DMO_1001000,2113,Red Cross,Metformin,2023-05-08 08:00:00,6
Notuv - Denk Pharma,2022-01-06 13:29:46,DMO_1001000,4744,Red Cross,Metformin,2022-10-13 08:00:00,2
Notuv - Denk Pharma,2022-01-06 15:11:38,DMO_1001000,1725,Red Cross,Metformin,2022-05-23 08:00:00,35
Notuv - Denk Pharma,2022-01-07 04:10:15,DMO_1001000,4576,Red Cross,Metformin,2022-11-08 08:00:00,43
Notuv - Denk Pharma,2022-01-07 14:57:45,DMO_1001000,4260,WHO,Metformin,2021-12-22 08:00:00,1
Notuv - Denk Pharma,2022-01-07 16:14:08,DMO_1001000,1573,WHO,Metformin,2022-09-13 08:00:00,22
Notuv - Denk Pharma,2022-01-08 07:10:51,DMO_1001000,1744,WHO,Metformin,2022-04-30 08:00:00,23
Notuv - Denk Pharma,2022-01-08 17:48:06,DMO_1001000,3853,Bill Gates Foundation,Metformin,2023-02-22 08:00:00,18
Notuv - Denk Pharma,2022-01-08 19:28:38,DMO_1001000,1706,Bill Gates Foundation,Metformin,2021-11-22 08:00:00,1
Notuv - Denk Pharma,2022-01-08 19:44:41,DMO_1001000,1960,WHO,Metformin,2022-08-24 08:00:00,26
Notuv - Denk Pharma,2022-01-08 22:10:30,DMO_1001000,2716,Red Cross,Metformin,2022-09-14 08:00:00,34
Notuv - Denk Pharma,2022-01-09 04:28:18,DMO_1001000,1911,Red Cross,Metformin,2022-08-20 08:00:00,22
Notuv - Denk Pharma,2022-01-09 06:33:27,DMO_1001000,2627,Bill Gates Foundation,Metformin,2023-01-11 08:00:00,34
Notuv - Denk Pharma,2022-01-09 08:21:38,DMO_1001000,4477,Red Cross,Metformin,2022-11-14 08:00:00,37
Notuv - Denk Pharma,2022-01-09 21:01:39,DMO_1001000,2233,Red Cross,Metformin,2022-03-18 08:00:00,1
Notuv - Denk Pharma,2022-01-09 21:27:56,DMO_1001000,4147,Red Cross,Metformin,2022-11-15 08:00:00,4
Notuv - Denk Pharma,2022-01-10 02:33:02,DMO_1001000,4390,Red Cross,Metformin,2022-02-13 08:00:00,33
Notuv - Denk Pharma,2022-01-10 22:27:40,DMO_1001000,1682,WHO,Metformin,2021-11-17 08:00:00,1
Notuv - Denk Pharma,2022-01-11 11:48:58,DMO_1001000,2194,Red Cross,Metformin,2021-11-26 08:00:00,21
Notuv - Denk Pharma,2022-01-11 19:27:46,DMO_1001000,3248,WHO,Metformin,2022-06-09 08:00:00,34
Notuv - Denk Pharma,2022-01-11 20:14:03,DMO_1001000,4918,WHO,Metformin,2022-04-17 08:00:00,28
Notuv - Denk Pharma,2022-01-12 04:21:53,DMO_1001000,2200,Red Cross,Metformin,2022-01-07 08:00:00,23
Notuv - Denk Pharma,2022-01-12 07:47:37,DMO_1001000,1494,Red Cross,Metformin,2023-03-04 08:00:00,37
Notuv - Denk Pharma,2022-01-12 14:27:19,DMO_1001000,4635,WHO,Metformin,2022-10-24 08:00:00,28
Notuv - Denk Pharma,2022-01-13 04:04:11,DMO_1001000,3849,Bill Gates Foundation,Metformin,2023-06-01 08:00:00,17
Notuv - Denk Pharma,2022-01-13 10:42:02,DMO_1001000,1212,Red Cross,Metformin,2022-10-14 08:00:00,34
Notuv - Denk Pharma,2022-01-13 23:39:36,DMO_1001000,1612,WHO,Metformin,2022-09-13 08:00:00,22
Notuv - Denk Pharma,2022-01-14 07:10:32,DMO_1001000,4869,WHO,Metformin,2021-11-23 08:00:00,34
Notuv - Denk Pharma,2022-01-14 10:53:38,DMO_1001000,3649,Bill Gates Foundation,Metformin,2023-03-20 08:00:00,43
Notuv - Denk Pharma,2022-01-14 14:45:04,DMO_1001000,1776,Red Cross,Metformin,2023-03-02 08:00:00,1
Notuv - Denk Pharma,2022-01-14 23:28:21,DMO_1001000,1583,Bill Gates Foundation,Metformin,2022-08-03 08:00:00,6
Notuv - Denk Pharma,2022-01-15 08:23:11,DMO_1001000,2769,Bill Gates Foundation,Metformin,2023-01-28 08:00:00,25
Notuv - Denk Pharma,2022-01-15 11:01:30,DMO_1001000,3693,Red Cross,Metformin,2021-12-19 08:00:00,33
Notuv - Denk Pharma,2022-01-15 16:36:42,DMO_1001000,3617,Red Cross,Metformin,2022-06-30 08:00:00,24
Notuv - Denk Pharma,2022-01-16 02:29:54,DMO_1001000,3325,Red Cross,Metformin,2021-11-07 08:00:00,1
Notuv - Denk Pharma,2022-01-16 06:43:12,DMO_1001000,3092,WHO,Metformin,2023-01-02 08:00:00,48
Notuv - Denk Pharma,2022-01-16 08:00:40,DMO_1001000,1533,Bill Gates Foundation,Metformin,2022-11-26 08:00:00,26
Notuv - Denk Pharma,2022-01-16 12:10:17,DMO_1001000,3394,Bill Gates Foundation,Metformin,2023-05-14 08:00:00,7
Notuv - Denk Pharma,2022-01-16 18:40:58,DMO_1001000,1383,Bill Gates Foundation,Metformin,2023-02-06 08:00:00,12
Notuv - Denk Pharma,2022-01-17 10:51:08,DMO_1001000,4794,Bill Gates Foundation,Metformin,2023-05-13 08:00:00,26
Notuv - Denk Pharma,2022-01-17 13:38:50,DMO_1001000,1541,WHO,Metformin,2022-10-19 08:00:00,42
Notuv - Denk Pharma,2022-01-17 15:37:55,DMO_1001000,4201,Bill Gates Foundation,Metformin,2022-12-27 08:00:00,1
Notuv - Denk Pharma,2022-01-17 21:56:57,DMO_1001000,4560,Red Cross,Metformin,2023-01-27 08:00:00,28
Notuv - Denk Pharma,2022-01-17 22:47:18,DMO_1001000,1567,Red Cross,Metformin,2022-12-19 08:00:00,13
Notuv - Denk Pharma,2022-01-18 03:10:50,DMO_1001000,1787,WHO,Metformin,2022-01-19 08:00:00,15
Notuv - Denk Pharma,2022-01-18 03:57:56,DMO_1001000,2530,Red Cross,Metformin,2022-01-10 08:00:00,21
Notuv - Denk Pharma,2022-01-18 06:41:36,DMO_1001000,3058,WHO,Metformin,2022-10-04 08:00:00,33
Notuv - Denk Pharma,2022-01-18 09:14:50,DMO_1001000,1933,WHO,Metformin,2022-03-08 08:00:00,44
Notuv - Denk Pharma,2022-01-19 19:41:54,DMO_1001000,4412,WHO,Metformin,2022-05-04 08:00:00,28
Notuv - Denk Pharma,2022-01-20 08:14:23,DMO_1001000,1356,Bill Gates Foundation,Metformin,2023-06-08 08:00:00,35
Notuv - Denk Pharma,2022-01-20 09:34:54,DMO_1001000,4779,WHO,Metformin,2022-08-30 08:00:00,29
Notuv - Denk Pharma,2022-01-20 14:21:38,DMO_1001000,4920,WHO,Metformin,2021-12-24 08:00:00,31
Notuv - Denk Pharma,2022-01-20 18:10:39,DMO_1001000,2126,WHO,Metformin,2023-03-07 08:00:00,31
Notuv - Denk Pharma,2022-01-20 18:42:01,DMO_1001000,3734,Bill Gates Foundation,Metformin,2023-02-02 08:00:00,23
Notuv - Denk Pharma,2022-01-21 01:03:23,DMO_1001000,3156,WHO,Metformin,2021-11-16 08:00:00,47
Notuv - Denk Pharma,2022-01-21 02:54:22,DMO_1001000,1719,Red Cross,Metformin,2022-01-04 08:00:00,12
Notuv - Denk Pharma,2022-01-21 19:30:12,DMO_1001000,1248,WHO,Metformin,2021-11-16 08:00:00,25
Notuv - Denk Pharma,2022-01-22 00:24:20,DMO_1001000,1194,Red Cross,Metformin,2023-02-16 08:00:00,22
Notuv - Denk Pharma,2022-01-22 00:47:25,DMO_1001000,3413,Red Cross,Metformin,2022-11-09 08:00:00,17
Notuv - Denk Pharma,2022-01-22 07:18:41,DMO_1001000,3136,Bill Gates Foundation,Metformin,2023-03-31 08:00:00,8
Notuv - Denk Pharma,2022-01-22 07:36:39,DMO_1001000,1156,WHO,Metformin,2023-04-10 08:00:00,58
Notuv - Denk Pharma,2022-01-22 10:37:40,DMO_1001000,4671,Red Cross,Metformin,2023-04-06 08:00:00,38
Notuv - Denk Pharma,2022-01-22 13:34:06,DMO_1001000,4611,Red Cross,Metformin,2021-12-01 08:00:00,10
Notuv - Denk Pharma,2022-01-22 20:13:23,DMO_1001000,2341,Red Cross,Metformin,2023-04-13 08:00:00,17
Notuv - Denk Pharma,2022-01-22 20:56:50,DMO_1001000,4278,Bill Gates Foundation,Metformin,2021-12-06 08:00:00,12
Notuv - Denk Pharma,2022-01-23 05:49:52,DMO_1001000,4180,WHO,Metformin,2023-03-03 08:00:00,56
Notuv - Denk Pharma,2022-01-24 15:04:30,DMO_1001000,1410,Red Cross,Metformin,2022-08-08 08:00:00,40
Notuv - Denk Pharma,2022-01-24 17:29:05,DMO_1001000,4227,Red Cross,Metformin,2022-02-16 08:00:00,4
Notuv - Denk Pharma,2022-01-24 19:49:20,DMO_1001000,3393,Bill Gates Foundation,Metformin,2023-05-10 08:00:00,1
Notuv - Denk Pharma,2022-01-24 22:15:46,DMO_1001000,2397,WHO,Metformin,2022-05-30 08:00:00,39
Notuv - Denk Pharma,2022-01-25 07:00:50,DMO_1001000,3339,WHO,Metformin,2023-02-19 08:00:00,76
Notuv - Denk Pharma,2022-01-25 19:07:57,DMO_1001000,4955,WHO,Metformin,2022-12-17 08:00:00,22
Notuv - Denk Pharma,2022-01-26 05:04:08,DMO_1001000,4641,Bill Gates Foundation,Metformin,2022-03-17 08:00:00,26
Notuv - Denk Pharma,2022-01-26 08:57:42,DMO_1001000,4944,Red Cross,Metformin,2022-03-26 08:00:00,25
Notuv - Denk Pharma,2022-01-26 09:06:47,DMO_1001000,2664,WHO,Metformin,2022-08-23 08:00:00,17
Notuv - Denk Pharma,2022-01-26 16:36:40,DMO_1001000,2340,Bill Gates Foundation,Metformin,2023-04-04 08:00:00,16
Notuv - Denk Pharma,2022-01-26 19:31:30,DMO_1001000,4270,WHO,Metformin,2022-06-27 08:00:00,41
Notuv - Denk Pharma,2022-01-26 20:39:42,DMO_1001000,4334,WHO,Metformin,2022-11-07 08:00:00,17
Notuv - Denk Pharma,2022-01-26 23:49:14,DMO_1001000,2700,Red Cross,Metformin,2022-10-08 08:00:00,24
Notuv - Denk Pharma,2022-01-27 03:11:11,DMO_1001000,2762,Bill Gates Foundation,Metformin,2022-02-05 08:00:00,29
